ds,y
1990-3-16 19:0:0,136.98
1990-3-16 20:0:0,132.37
1990-3-16 21:0:0,134.71
1990-3-16 22:0:0,146.87
1990-3-16 23:0:0,152.59
1990-3-17 0:0:0,130.37
1990-3-17 1:0:0,127.38
1990-3-17 2:0:0,127.56
1990-3-17 3:0:0,127.5
1990-3-17 4:0:0,126.91
1990-3-17 5:0:0,128.11
1990-3-17 6:0:0,131.84
1990-3-17 7:0:0,134.34
1990-3-17 8:0:0,136.39
1990-3-17 9:0:0,139.2
1990-3-17 10:0:0,149.23
1990-3-17 11:0:0,152.61
1990-3-17 12:0:0,139.99
1990-3-17 13:0:0,134.44
1990-3-17 14:0:0,130.86
1990-3-17 15:0:0,130.02
1990-3-17 16:0:0,135.58
1990-3-17 17:0:0,135.29
1990-3-17 18:0:0,138.45
1990-3-17 19:0:0,142.78
1990-3-17 20:0:0,140.05
1990-3-17 21:0:0,138.85
1990-3-17 22:0:0,141.74
1990-3-17 23:0:0,134.85
1990-3-18 0:0:0,125.16
1990-3-18 1:0:0,103.6
1990-3-18 2:0:0,98.53
1990-3-18 3:0:0,99.04
1990-3-18 4:0:0,98.88
1990-3-18 5:0:0,103.03
1990-3-18 6:0:0,108.32
1990-3-18 7:0:0,123.01
1990-3-18 8:0:0,127.4
1990-3-18 9:0:0,127.07
1990-3-18 10:0:0,124.65
1990-3-18 11:0:0,122.05
1990-3-18 12:0:0,115.29
1990-3-18 13:0:0,111.8
1990-3-18 14:0:0,107.46
1990-3-18 15:0:0,102.17
1990-3-18 16:0:0,100.02
1990-3-18 17:0:0,100.32
1990-3-18 18:0:0,104.02
1990-3-18 19:0:0,110.84
1990-3-18 20:0:0,115.52
1990-3-18 21:0:0,115.7
1990-3-18 22:0:0,112.31
1990-3-18 23:0:0,108.36
1990-3-19 0:0:0,106.61
1990-3-19 1:0:0,104.27
1990-3-19 2:0:0,103.72
1990-3-19 3:0:0,104.64
1990-3-19 4:0:0,104.02
1990-3-19 5:0:0,118.21
1990-3-19 6:0:0,124.51
1990-3-19 7:0:0,134.34
1990-3-19 8:0:0,146.52
1990-3-19 9:0:0,147.79
1990-3-19 10:0:0,138.9
1990-3-19 11:0:0,138.53
1990-3-19 12:0:0,141.32
1990-3-19 13:0:0,134.52
1990-3-19 14:0:0,142.94
1990-3-19 15:0:0,159.89
1990-3-19 16:0:0,152.99
1990-3-19 17:0:0,151.47
1990-3-19 18:0:0,148.72
1990-3-19 19:0:0,151.59
1990-3-19 20:0:0,148.56
1990-3-19 21:0:0,140.22
1990-3-19 22:0:0,136.43
1990-3-19 23:0:0,132.32
1990-3-20 0:0:0,130.72
1990-3-20 1:0:0,130.21
1990-3-20 2:0:0,124.8
1990-3-20 3:0:0,126.49
1990-3-20 4:0:0,128.28
1990-3-20 5:0:0,137.09
1990-3-20 6:0:0,149.68
1990-3-20 7:0:0,163.66
1990-3-20 8:0:0,173.97
1990-3-20 9:0:0,174.91
1990-3-20 10:0:0,159.77
1990-3-20 11:0:0,138.04
1990-3-20 12:0:0,130.09
1990-3-20 13:0:0,129.72
1990-3-20 14:0:0,129.15
1990-3-20 15:0:0,131.63
1990-3-20 16:0:0,132
1990-3-20 17:0:0,131.82
1990-3-20 18:0:0,138.29
1990-3-20 19:0:0,144.96
1990-3-20 20:0:0,147.87
1990-3-20 21:0:0,140.85
1990-3-20 22:0:0,136.96
1990-3-20 23:0:0,129.72
1990-3-21 0:0:0,125.81
1990-3-21 1:0:0,125.04
1990-3-21 2:0:0,120.54
1990-3-21 3:0:0,122.88
1990-3-21 4:0:0,123.49
1990-3-21 5:0:0,128.91
1990-3-21 6:0:0,139.95
1990-3-21 7:0:0,150.61
1990-3-21 8:0:0,166.61
1990-3-21 9:0:0,167.7
1990-3-21 10:0:0,164.1
1990-3-21 11:0:0,166.36
1990-3-21 12:0:0,166.79
1990-3-21 13:0:0,148.23
1990-3-21 14:0:0,151.57
1990-3-21 15:0:0,139.3
1990-3-21 16:0:0,135.34
1990-3-21 17:0:0,134.24
1990-3-21 18:0:0,148.48
1990-3-21 19:0:0,156.07
1990-3-21 20:0:0,154.76
1990-3-21 21:0:0,147.22
1990-3-21 22:0:0,142.7
1990-3-21 23:0:0,137.74
1990-3-22 0:0:0,131.79
1990-3-22 1:0:0,129.15
1990-3-22 2:0:0,128.09
1990-3-22 3:0:0,127.32
1990-3-22 4:0:0,128.68
1990-3-22 5:0:0,133.46
1990-3-22 6:0:0,145.02
1990-3-22 7:0:0,163.41
1990-3-22 8:0:0,176.57
1990-3-22 9:0:0,183.49
1990-3-22 10:0:0,171.33
1990-3-22 11:0:0,162.43
1990-3-22 12:0:0,152.93
1990-3-22 13:0:0,147.85
1990-3-22 14:0:0,143.19
1990-3-22 15:0:0,144.67
1990-3-22 16:0:0,148.42
1990-3-22 17:0:0,155.29
1990-3-22 18:0:0,162.72
1990-3-22 19:0:0,168.03
1990-3-22 20:0:0,165.87
1990-3-22 21:0:0,156.17
1990-3-22 22:0:0,150.17
1990-3-22 23:0:0,145.35
1990-3-23 0:0:0,139.14
1990-3-23 1:0:0,135.27
1990-3-23 2:0:0,133.81
1990-3-23 3:0:0,134.83
1990-3-23 4:0:0,136.82
1990-3-23 5:0:0,139.89
1990-3-23 6:0:0,147.71
1990-3-23 7:0:0,163.78
1990-3-23 8:0:0,179.52
1990-3-23 9:0:0,184.12
1990-3-23 10:0:0,181.52
1990-3-23 11:0:0,174.09
1990-3-23 12:0:0,161.42
1990-3-23 13:0:0,156.47
1990-3-23 14:0:0,151.37
1990-3-23 15:0:0,147.62
1990-3-23 16:0:0,151.94
1990-3-23 17:0:0,156.49
1990-3-23 18:0:0,161.13
1990-3-23 19:0:0,164.53
1990-3-23 20:0:0,163.7
1990-3-23 21:0:0,156.9
1990-3-23 22:0:0,151.98
1990-3-23 23:0:0,145.81
1990-3-24 0:0:0,140.28
1990-3-24 1:0:0,134.15
1990-3-24 2:0:0,132.55
1990-3-24 3:0:0,128.82
1990-3-24 4:0:0,127.58
1990-3-24 5:0:0,131.76
1990-3-24 6:0:0,136.6
1990-3-24 7:0:0,144.16
1990-3-24 8:0:0,148.7
1990-3-24 9:0:0,153.32
1990-3-24 10:0:0,161.03
1990-3-24 11:0:0,165.69
1990-3-24 12:0:0,165.16
1990-3-24 13:0:0,162.13
1990-3-24 14:0:0,155.38
1990-3-24 15:0:0,157.19
1990-3-24 16:0:0,160.89
1990-3-24 17:0:0,163.86
1990-3-24 18:0:0,175.82
1990-3-24 19:0:0,178.83
1990-3-24 20:0:0,176.88
1990-3-24 21:0:0,171.45
1990-3-24 22:0:0,162.72
1990-3-24 23:0:0,148.44
1990-3-25 0:0:0,145.02
1990-3-25 1:0:0,142.41
1990-3-25 2:0:0,142.33
1990-3-25 3:0:0,143.33
1990-3-25 4:0:0,144.06
1990-3-25 5:0:0,155.05
1990-3-25 6:0:0,161.46
1990-3-25 7:0:0,160.16
1990-3-25 8:0:0,159.57
1990-3-25 9:0:0,174.56
1990-3-25 10:0:0,180.83
1990-3-25 11:0:0,171.55
1990-3-25 12:0:0,164.18
1990-3-25 13:0:0,152.36
1990-3-25 14:0:0,147.66
1990-3-25 15:0:0,141.7
1990-3-25 16:0:0,140.93
1990-3-25 17:0:0,153.81
1990-3-25 18:0:0,157.17
1990-3-25 19:0:0,163.29
1990-3-25 20:0:0,158.3
1990-3-25 21:0:0,159.24
1990-3-25 22:0:0,155.96
1990-3-25 23:0:0,149.94
1990-3-26 0:0:0,144.98
1990-3-26 1:0:0,145.18
1990-3-26 2:0:0,148.54
1990-3-26 3:0:0,150.49
1990-3-26 4:0:0,152.26
1990-3-26 5:0:0,159.06
1990-3-26 6:0:0,171.88
1990-3-26 7:0:0,199.36
1990-3-26 8:0:0,205.36
1990-3-26 9:0:0,191.45
1990-3-26 10:0:0,166.83
1990-3-26 11:0:0,161.01
1990-3-26 12:0:0,139.13
1990-3-26 13:0:0,136.58
1990-3-26 14:0:0,128.38
1990-3-26 15:0:0,124.92
1990-3-26 16:0:0,122.9
1990-3-26 17:0:0,122.74
1990-3-26 18:0:0,122.4
1990-3-26 19:0:0,127.69
1990-3-26 20:0:0,134.95
1990-3-26 21:0:0,137.09
1990-3-26 22:0:0,142.03
1990-3-26 23:0:0,139.77
1990-3-27 0:0:0,142.56
1990-3-27 1:0:0,138.67
1990-3-27 2:0:0,138.14
1990-3-27 3:0:0,141.11
1990-3-27 4:0:0,146.93
1990-3-27 5:0:0,163.78
1990-3-27 6:0:0,187.74
1990-3-27 7:0:0,206.68
1990-3-27 8:0:0,226.34
1990-3-27 9:0:0,202.62
1990-3-27 10:0:0,166.06
1990-3-27 11:0:0,136.31
1990-3-27 12:0:0,128.34
1990-3-27 13:0:0,122.29
1990-3-27 14:0:0,112.67
1990-3-27 15:0:0,110.19
1990-3-27 16:0:0,112.41
1990-3-27 17:0:0,119.71
1990-3-27 18:0:0,121.58
1990-3-27 19:0:0,126.91
1990-3-27 20:0:0,146.44
1990-3-27 21:0:0,146.18
1990-3-27 22:0:0,146.06
1990-3-27 23:0:0,141.68
1990-3-28 0:0:0,138.2
1990-3-28 1:0:0,136.17
1990-3-28 2:0:0,137.7
1990-3-28 3:0:0,150.61
1990-3-28 4:0:0,154.46
1990-3-28 5:0:0,160.97
1990-3-28 6:0:0,172.89
1990-3-28 7:0:0,187.21
1990-3-28 8:0:0,216.15
1990-3-28 9:0:0,219.54
1990-3-28 10:0:0,197.27
1990-3-28 11:0:0,171.37
1990-3-28 12:0:0,147.56
1990-3-28 13:0:0,131.12
1990-3-28 14:0:0,120.42
1990-3-28 15:0:0,119.47
1990-3-28 16:0:0,118.73
1990-3-28 17:0:0,119.87
1990-3-28 18:0:0,126.36
1990-3-28 19:0:0,134.97
1990-3-28 20:0:0,147.95
1990-3-28 21:0:0,147.54
1990-3-28 22:0:0,147.6
1990-3-28 23:0:0,143.25
1990-3-29 0:0:0,137.29
1990-3-29 1:0:0,133.4
1990-3-29 2:0:0,134.58
1990-3-29 3:0:0,136.39
1990-3-29 4:0:0,145.57
1990-3-29 5:0:0,160.24
1990-3-29 6:0:0,173.28
1990-3-29 7:0:0,179.57
1990-3-29 8:0:0,204.55
1990-3-29 9:0:0,189.68
1990-3-29 10:0:0,168.82
1990-3-29 11:0:0,155.05
1990-3-29 12:0:0,140.75
1990-3-29 13:0:0,120.52
1990-3-29 14:0:0,121.34
1990-3-29 15:0:0,128.4
1990-3-29 16:0:0,128.24
1990-3-29 17:0:0,127.63
1990-3-29 18:0:0,142.17
1990-3-29 19:0:0,148.95
1990-3-29 20:0:0,153.34
1990-3-29 21:0:0,148.25
1990-3-29 22:0:0,150.7
1990-3-29 23:0:0,139.71
1990-3-30 0:0:0,133.06
1990-3-30 1:0:0,132.06
1990-3-30 2:0:0,128.21
1990-3-30 3:0:0,125.43
1990-3-30 4:0:0,131.88
1990-3-30 5:0:0,137.8
1990-3-30 6:0:0,157.02
1990-3-30 7:0:0,175.64
1990-3-30 8:0:0,188.38
1990-3-30 9:0:0,189.55
1990-3-30 10:0:0,184.84
1990-3-30 11:0:0,163.72
1990-3-30 12:0:0,153.44
1990-3-30 13:0:0,137.09
1990-3-30 14:0:0,130.47
1990-3-30 15:0:0,126.24
1990-3-30 16:0:0,122.31
1990-3-30 17:0:0,119.28
1990-3-30 18:0:0,122.9
1990-3-30 19:0:0,132.14
1990-3-30 20:0:0,134.12
1990-3-30 21:0:0,134.3
1990-3-30 22:0:0,135.95
1990-3-30 23:0:0,133
1990-3-31 0:0:0,128.42
1990-3-31 1:0:0,123.54
1990-3-31 2:0:0,121.48
1990-3-31 3:0:0,120.63
1990-3-31 4:0:0,116.66
1990-3-31 5:0:0,116.76
1990-3-31 6:0:0,124.17
1990-3-31 7:0:0,138.67
1990-3-31 8:0:0,143.64
1990-3-31 9:0:0,148.84
1990-3-31 10:0:0,144.16
1990-3-31 11:0:0,134.32
1990-3-31 12:0:0,115.32
1990-3-31 13:0:0,113.93
1990-3-31 14:0:0,112.39
1990-3-31 15:0:0,107.54
1990-3-31 16:0:0,102.6
1990-3-31 17:0:0,103.01
1990-3-31 18:0:0,105.02
1990-3-31 19:0:0,109.21
1990-3-31 20:0:0,112.59
1990-3-31 21:0:0,112.96
1990-3-31 22:0:0,121.91
1990-3-31 23:0:0,118.77
1990-4-1 0:0:0,114.62
1990-4-1 1:0:0,112.81
1990-4-1 2:0:0,110.68
1990-4-1 3:0:0,108.46
1990-4-1 4:0:0,108.44
1990-4-1 5:0:0,109.78
1990-4-1 6:0:0,112.14
1990-4-1 7:0:0,120.18
1990-4-1 8:0:0,126.75
1990-4-1 9:0:0,126.87
1990-4-1 10:0:0,126.14
1990-4-1 11:0:0,123.82
1990-4-1 12:0:0,106.89
1990-4-1 13:0:0,102.34
1990-4-1 14:0:0,100.75
1990-4-1 15:0:0,97.68
1990-4-1 16:0:0,94.75
1990-4-1 17:0:0,92.57
1990-4-1 18:0:0,94.14
1990-4-1 19:0:0,99.71
1990-4-1 20:0:0,107.1
1990-4-1 21:0:0,107.22
1990-4-1 22:0:0,106.28
1990-4-1 23:0:0,103.88
1990-4-2 0:0:0,98.21
1990-4-2 1:0:0,103.9
1990-4-2 2:0:0,104.7
1990-4-2 3:0:0,100.38
1990-4-2 4:0:0,105.59
1990-4-2 5:0:0,109.56
1990-4-2 6:0:0,123.47
1990-4-2 7:0:0,141.74
1990-4-2 8:0:0,147.77
1990-4-2 9:0:0,131.98
1990-4-2 10:0:0,125.73
1990-4-2 11:0:0,113.06
1990-4-2 12:0:0,106.4
1990-4-2 13:0:0,104.15
1990-4-2 14:0:0,102.84
1990-4-2 15:0:0,103.23
1990-4-2 16:0:0,103.21
1990-4-2 17:0:0,103.68
1990-4-2 18:0:0,109.56
1990-4-2 19:0:0,120.28
1990-4-2 20:0:0,121.58
1990-4-2 21:0:0,114.48
1990-4-2 22:0:0,113.83
1990-4-2 23:0:0,111.35
1990-4-3 0:0:0,104.86
1990-4-3 1:0:0,99.92
1990-4-3 2:0:0,100.26
1990-4-3 3:0:0,98.06
1990-4-3 4:0:0,100.14
1990-4-3 5:0:0,112.43
1990-4-3 6:0:0,121.19
1990-4-3 7:0:0,138.29
1990-4-3 8:0:0,155.92
1990-4-3 9:0:0,154.93
1990-4-3 10:0:0,154.72
1990-4-3 11:0:0,153.77
1990-4-3 12:0:0,134.85
1990-4-3 13:0:0,147.97
1990-4-3 14:0:0,159.63
1990-4-3 15:0:0,131.86
1990-4-3 16:0:0,121.48
1990-4-3 17:0:0,123.27
1990-4-3 18:0:0,132.06
1990-4-3 19:0:0,136.45
1990-4-3 20:0:0,140.56
1990-4-3 21:0:0,140.46
1990-4-3 22:0:0,137.13
1990-4-3 23:0:0,136.01
1990-4-4 0:0:0,135.6
1990-4-4 1:0:0,131.86
1990-4-4 2:0:0,132.61
1990-4-4 3:0:0,135.76
1990-4-4 4:0:0,145.59
1990-4-4 5:0:0,150.39
1990-4-4 6:0:0,157.84
1990-4-4 7:0:0,187.03
1990-4-4 8:0:0,203.94
1990-4-4 9:0:0,205.04
1990-4-4 10:0:0,190.08
1990-4-4 11:0:0,177.37
1990-4-4 12:0:0,170.86
1990-4-4 13:0:0,146.3
1990-4-4 14:0:0,135.6
1990-4-4 15:0:0,135.5
1990-4-4 16:0:0,135.97
1990-4-4 17:0:0,133.1
1990-4-4 18:0:0,147.32
1990-4-4 19:0:0,158.24
1990-4-4 20:0:0,159.69
1990-4-4 21:0:0,166.16
1990-4-4 22:0:0,164.77
1990-4-4 23:0:0,153.22
1990-4-5 0:0:0,147.95
1990-4-5 1:0:0,147.34
1990-4-5 2:0:0,146.42
1990-4-5 3:0:0,146.69
1990-4-5 4:0:0,149.19
1990-4-5 5:0:0,158.67
1990-4-5 6:0:0,180.93
1990-4-5 7:0:0,200.54
1990-4-5 8:0:0,250.94
1990-4-5 9:0:0,261.43
1990-4-5 10:0:0,214.34
1990-4-5 11:0:0,175.23
1990-4-5 12:0:0,154.34
1990-4-5 13:0:0,117.8
1990-4-5 14:0:0,113.71
1990-4-5 15:0:0,117.45
1990-4-5 16:0:0,126
1990-4-5 17:0:0,128.64
1990-4-5 18:0:0,130.88
1990-4-5 19:0:0,137.9
1990-4-5 20:0:0,149.43
1990-4-5 21:0:0,154.21
1990-4-5 22:0:0,149.7
1990-4-5 23:0:0,145.1
1990-4-6 0:0:0,135.95
1990-4-6 1:0:0,132.93
1990-4-6 2:0:0,131.92
1990-4-6 3:0:0,133.4
1990-4-6 4:0:0,134.48
1990-4-6 5:0:0,148.32
1990-4-6 6:0:0,169.62
1990-4-6 7:0:0,186.26
1990-4-6 8:0:0,205.49
1990-4-6 9:0:0,190.76
1990-4-6 10:0:0,173.07
1990-4-6 11:0:0,156.45
1990-4-6 12:0:0,151.24
1990-4-6 13:0:0,141.07
1990-4-6 14:0:0,131.21
1990-4-6 15:0:0,120.97
1990-4-6 16:0:0,129.94
1990-4-6 17:0:0,129.5
1990-4-6 18:0:0,135.58
1990-4-6 19:0:0,146.81
1990-4-6 20:0:0,146.22
1990-4-6 21:0:0,136.58
1990-4-6 22:0:0,133.5
1990-4-6 23:0:0,130.15
1990-4-7 0:0:0,126.22
1990-4-7 1:0:0,118.94
1990-4-7 2:0:0,119.53
1990-4-7 3:0:0,118.83
1990-4-7 4:0:0,120.48
1990-4-7 5:0:0,123.03
1990-4-7 6:0:0,128.72
1990-4-7 7:0:0,140.22
1990-4-7 8:0:0,145.43
1990-4-7 9:0:0,149.94
1990-4-7 10:0:0,151.41
1990-4-7 11:0:0,146.69
1990-4-7 12:0:0,141.42
1990-4-7 13:0:0,133.22
1990-4-7 14:0:0,120.97
1990-4-7 15:0:0,115.97
1990-4-7 16:0:0,113.95
1990-4-7 17:0:0,114.67
1990-4-7 18:0:0,117.68
1990-4-7 19:0:0,119.75
1990-4-7 20:0:0,129.84
1990-4-7 21:0:0,139.61
1990-4-7 22:0:0,139.3
1990-4-7 23:0:0,142.62
1990-4-8 0:0:0,143.49
1990-4-8 1:0:0,145.81
1990-4-8 2:0:0,142.56
1990-4-8 3:0:0,143.68
1990-4-8 4:0:0,148.97
1990-4-8 5:0:0,161.42
1990-4-8 6:0:0,171.92
1990-4-8 7:0:0,176.21
1990-4-8 8:0:0,165.91
1990-4-8 9:0:0,152.71
1990-4-8 10:0:0,148.7
1990-4-8 11:0:0,132.93
1990-4-8 12:0:0,122.86
1990-4-8 13:0:0,115.85
1990-4-8 14:0:0,117.04
1990-4-8 15:0:0,115.82
1990-4-8 16:0:0,113.83
1990-4-8 17:0:0,112.77
1990-4-8 18:0:0,126.91
1990-4-8 19:0:0,134.93
1990-4-8 20:0:0,137.92
1990-4-8 21:0:0,146.14
1990-4-8 22:0:0,146.14
1990-4-8 23:0:0,147.38
1990-4-9 0:0:0,146.52
1990-4-9 1:0:0,145.63
1990-4-9 2:0:0,147.48
1990-4-9 3:0:0,149.23
1990-4-9 4:0:0,149.68
1990-4-9 5:0:0,151.24
1990-4-9 6:0:0,161.03
1990-4-9 7:0:0,188.03
1990-4-9 8:0:0,188.7
1990-4-9 9:0:0,175.25
1990-4-9 10:0:0,162.27
1990-4-9 11:0:0,143.29
1990-4-9 12:0:0,131.27
1990-4-9 13:0:0,121.6
1990-4-9 14:0:0,118.88
1990-4-9 15:0:0,116.58
1990-4-9 16:0:0,118.25
1990-4-9 17:0:0,122.8
1990-4-9 18:0:0,126.57
1990-4-9 19:0:0,134.03
1990-4-9 20:0:0,145.35
1990-4-9 21:0:0,148.48
1990-4-9 22:0:0,144.16
1990-4-9 23:0:0,140.75
1990-4-10 0:0:0,134.79
1990-4-10 1:0:0,130.8
1990-4-10 2:0:0,133.16
1990-4-10 3:0:0,132.71
1990-4-10 4:0:0,132.3
1990-4-10 5:0:0,134.99
1990-4-10 6:0:0,145.98
1990-4-10 7:0:0,154.26
1990-4-10 8:0:0,165.16
1990-4-10 9:0:0,158.47
1990-4-10 10:0:0,164.41
1990-4-10 11:0:0,164.75
1990-4-10 12:0:0,157.23
1990-4-10 13:0:0,157.1
1990-4-10 14:0:0,140.48
1990-4-10 15:0:0,136.37
1990-4-10 16:0:0,136.3
1990-4-10 17:0:0,150.48
1990-4-10 18:0:0,149.7
1990-4-10 19:0:0,156.11
1990-4-10 20:0:0,154.09
1990-4-10 21:0:0,152.91
1990-4-10 22:0:0,136.35
1990-4-10 23:0:0,133.12
1990-4-11 0:0:0,131.41
1990-4-11 1:0:0,128.09
1990-4-11 2:0:0,133.77
1990-4-11 3:0:0,135.19
1990-4-11 4:0:0,135.05
1990-4-11 5:0:0,137.47
1990-4-11 6:0:0,146.73
1990-4-11 7:0:0,167.99
1990-4-11 8:0:0,174.76
1990-4-11 9:0:0,171.94
1990-4-11 10:0:0,157.94
1990-4-11 11:0:0,156.45
1990-4-11 12:0:0,151.61
1990-4-11 13:0:0,149.54
1990-4-11 14:0:0,139.97
1990-4-11 15:0:0,124.67
1990-4-11 16:0:0,126.87
1990-4-11 17:0:0,127.4
1990-4-11 18:0:0,126.59
1990-4-11 19:0:0,130.37
1990-4-11 20:0:0,133.65
1990-4-11 21:0:0,144.1
1990-4-11 22:0:0,142.76
1990-4-11 23:0:0,138.51
